Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Madagascar,MDG,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,3651568050,3726375269,3811003848,3775584317,3925192557,3907440722,3988111883,4208597265,4495993370,4663299272,4909356187,5102262712,5037330218,4905428818,5003874858,5066858212,4911363508,5027468159,4893646712,5375898482,5419215903,4893617621,4805033641,4848380153,4931029463,4988026107,5085746814,5145661261,5320789571,5537818873,5711154233,5350806993,5414275712,5527789241,5523830888,5618410648,5739145520,5951120435,6185138513,6473311272,6781445103,7189540561,6278353423,6892683533,7255032154,7588974027,7970138368,8467521105,9071129494,8707027002,8729936136,8856903643,9125049593,9331595053,9623316195,9913610157
Maldives,MDV,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225915100,1296205938,1480026956,1688711730,1543414123,1862195904,2063143271,2320556627,2192660574,2323401758,2525754692,2588809905,2710478629,2886133520,2929826239
Middle East & North Africa,MEA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,423022978897,469200487136,510881241795,562394274846,647355151312,708111663741,785145755038,803985904620,914660367126,951247916597,925969991077,961034836300,979366174948,1000150811353,1018672720478,1025141866971,1021649705260,1026294428997,1010204031520,1018287341716,1035483875938,1065003361334,1185588748737,1211380270526,1268773026947,1307512969930,1344655853467,1386772626172,1459431074890,1518286319343,1588465057194,1635032768482,1726992924323,1760390959160,1801732030414,1885009772406,2043623573486,2158199474826,2304969103524,2446962501316,2570011626182,2610574689390,2742639888023,2843395801049,2962418185030,3026881130574,3102309678351,3192525736847
Mexico,MEX,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,140724856112,147761098918,154653289289,167190856586,187095731857,200379528819,212594944025,225042218292,246248573982,254666877046,271226550063,281431361367,304589805804,328533975522,347512815684,367475637424,383708668418,396718846890,432252725205,474173329924,517954948317,563393067021,559855507249,536362309776,555725959502,570138068393,548735542094,558918685410,565879671433,589636959534,619521566773,645679320560,669108819489,696284178076,729200001792,687207689775,727579538176,778240092361,814831715122,836563384094,880871744874,875538133493,876693118609,889165579491,927361592007,955484515366,1002728584323,1034857241689,1049348247990,1000025324483,1051128603514,1093642696896,1137587161962,1152891832129,1178835546874,1208858955424
Marshall Islands,MHL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,72842623.39,76361818.62,88203937.38,91613985.52,85881348.62,106958793.3,116974223.2,126085329.3,123952486.4,127269805,127381640.5,136477652,144674861.9,153178487.6,165759338.1,148681271.1,139097833.7,135141522.4,131901979.5,139671897.8,147163032.5,151012674.2,151269493.8,151185671.7,155343634.5,158331648.4,164247808.2,161144011.2,157337759.7,163803078.3,164053269.7,168670109.6,172620418.2,170943750.2,
Middle income,MIC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1988794260453,2028659806118,2112708700378,2230070123964,2399983265311,2528772412134,2648086976944,2747904739342,2933196952276,3154337444862,3422591701143,3638125724202,3882873645701,4185441137153,4440147975439,4647686261598,4984485319594,5202797658987,5400009287033,5608382466186,5862849924354,5979887084245,6145144696372,6222563011077,6509476062386,6831861670358,7092694678587,7407979356196,7703530817292,7955466499003,8137537932610,8211256870348,8252214629459,8475616205081,8672871397423,9005466685648,9431841910359,9882906557501,10064686574966,10411185253500,11015909850691,11421804714908,11935126234582,12576880790633,13592031467021,14550568644178,15730184320437,17088745124680,18065818834463,18511646708082,19898871139504,21083170233653,22157140797255,23242105422891,24246413198226,25108346925898
"Macedonia, FYR",MKD,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7693306832,7218570743,6744657233,6240880484,6131155435,6062809746,6134660342,6222998306,6433256966,6712397783,7017753872,6802502120,6904133453,7057558641,7387459163,7736396749,8133817397,8660358997,9134228880,9101472088,9407168702,9627286317,9583368138,9863707082,10212964610,10587298398
Mali,MLI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,1428012843,1480969417,1484390448,1575486820,1615961013,1710398041,1685509769,1659741255,1852686992,2105086665,2238731191,2205967889,2435293191,2329946307,2365100637,2190593270,2230481208,2224079478,2675270363,2747305251,2743481984,2946217649,3069292595,2992486767,3343960436,3236329636,3338991455,3465203130,3497118427,3743867598,3924659876,4221822078,4462505776,4459791012,5113650814,5519163052,6234019669,5850456514,6457062949,7265077709,7868285060,8619380425,9631854895,10678749467,11506340740,12796848048,13694480668,14761106186,15884582491
Malta,MLT,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,1103175488,1130247279,1196234771,1245832524,1370869144,1639012440,1917924544,2151607658,2391752056,2642665263,2828965625,2922654246,2989420850,2971113879,2999112777,3076648188,3196181948,3327561393,3607550378,3902615693,4148144494,4407672745,4614433843,4821194939,5093645759,5416709971,5621317306,5916828764,6220101927,6513689035,6954678407,6846888640,7039394965,7048693124,7013222370,7270299242,7431983892,7750015361,8052265960,7826802513,8163355021,8277641991,8368696053,8611388239,,
Myanmar,MMR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,200600686861,213320738762,232552916390,260090860028,291132602698,317712562233,342866749989,389473308194,411988811180,437870019695,448519876449,519907320361,522843423689,498298901284,483570184742,450330490806,444311475131,504094778254,533564615250,528900384061,546639109102,532399235174,539652284981,535237249072,547144007284,617470292781,605599251573,634151503627,645104822870,655258995500,672481311341,715821503001,742383080485,792989613681,832293680961,867210076247,891951153208,923477193459,946893163552,1024011606711,1074814613566,1136486021227,1208381175445,1253878863005,1293261620428,1362935527742,1354147208045,1392891312485,1405315902077,1427212863492,
Montenegro,MNE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2961679169,3106801536,2814762269,2902019826,2933942074,2989686940,3064429066,3199264054,3333409005,3618956913,4004661770,4281888387,4039665494,4139192053,4272823841,4156440803,4303952078,4380722217,4528558179
Mongolia,MNG,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,2497286749,2705613809,2863460345,3033361458,3206653524,3507277116,3628581502,3813928440,3973281836,3846754258,3512334956,3187216875,3086220616,3152092375,3353083241,3428027798,3561608223,3680563679,3793570566,3837047242,3950344140,4137313078,4427116740,4897515866,5252765282,5702204213,6286567034,6846094631,6759245147,7189482030,8432599360,9471480400,10574805179,11408652449,11670531632
Northern Mariana Islands,MNP,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,2256863838,2369707097,2206197320,1859824296,1738935719,1756325019,1715929614,1968171274,2129561224,2267982800,2290662466,2402904907,2277201007,2476846449,2629392016,2688219667,3409880891,3779581256,4227816688,4558557689,4635073216,5224699296,5684162360,6053667398,6526530624,7095687684,7794687813,8373526085,8949306941,9517718743,10154238250,10876976985,11659922001,12492636703,13421356921,14262411897
Mauritania,MRT,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,677966139.1,783253692.9,788944879.8,773294047.1,987426022.9,1146780098,1149428724,1190430374,1311811924,1328190317,1487386294,1514797134,1503695067,1434754303,1609257888,1526632562,1657100183,1625970004,1617763508,1695255025,1752405635,1812868684,1770448933,1836581256,1777317268,1830543663,1935133228,1971908193,2005832862,2101663240,2064436384,2101350305,2140732255,2266471103,2197100494,2412851378,2553251016,2449979759,2518035417,2712247093,2700573411,2754822447,2773142131,2938927593,3107840209,3386595523,4025615596,4139050873,4183751263,4140153157,4337791531,4541844130,4805047548,5097687376,5312107019,
Mauritius,MUS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,2160269128,2301715321,2389889572,2473930654,2225022096,2355905748,2485411675,2494950569,2612172970,2793835899,3066012323,3338612699,3565349464,3724547617,3992221050,4169293868,4440827411,4666513055,4859526704,5067890412,5351076214,5655417467,5998736830,6155350623,6710970370,6883681909,7029155674,7286201803,7704850020,7800497068,8108433628,8586060800,9059246329,9335461163,9718233911,10096261848,10421558024,10753920076,11143644878,11533673588
Malawi,MWI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,872749541.9,939424097.1,945702876.6,932547407.2,957363457,1087722789,1231835576,1321532299,1296118186,1372360523,1378938219,1602582191,1702444681,1741612172,1866589627,1980205649,2079171006,2181425288,2394006667,2499250880,2509416493,2376665369,2436164089,2526757944,2662199853,2783888537,2777908674,2823056335,2912753057,2951920548,3119952559,3392331650,3143572712,3448242758,3095136433,3612916160,3877261729,4024303744,4181060581,4308260072,4376161604,4158449146,4229142782,4470442420,4712762648,4866809939,5095550006,5584722806,6011380928,6512015361,6959655571,7297481088,7435096950,7821721991,8267560145,8511453170
Malaysia,MYS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,11490474647,12363520215,13157385524,14122980180,14879825469,16023319733,17275816348,17942169881,19373595240,20320679943,21537185297,22776313233,24913167479,27831546361,30144243713,30385901074,33899676903,36529096646,38959024845,42601343585,45772687143,48950205296,51858301177,55099575388,59376363300,58710012933,59386651050,62586786999,68806489267,75039312079,81800090907,89608289833,97570090268,107224598819,117102174767,128612243678,141476941962,151836934763,140662624052,149295947146,162521878188,163363213814,172170105601,182136170922,194491264667,204861809521,216303028286,229927492999,241037060383,237388518363,255016919686,268516966254,283214119400,296563285834,314335165006,329902207320
North America,NAC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,3395644079412,3476504221416,3691868083256,3856998112293,4084083692714,4346368157664,4629362590053,4747144480019,4977225022601,5141963189035,5307171840406,5486389622087,5776068584744,6109535061090,6103926717136,6104881420394,6432571485850,6721179037540,7083470665965,7313024316947,7313799363761,7510645741338,7356569286244,7681353775528,8228014763537,8580785371239,8870185906623,9183036700013,9571219632801,9909946663276,10082213337557,10053809713578,10384607978091,10668856628446,11104183707964,11405723721067,11814530750263,12342334506752,12884895400151,13494323832953,14060692506469,14208903443073,14479243520643,14871535663638,15424427014016,15938190350847,16362705204223,16658236596472,16630398218671,16165854139519,16583522548731,16873658969021,17240578788102,17509505314584,17935381038512,18346579762375
Namibia,NAM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,4412911487,4455780709,4438042655,4357117141,4346795502,4366972081,4575157421,4737747945,4776272888,4865048285,4964658201,5370052951,5756124453,5665204215,5763205418,5987913615,6179007353,6439767659,6651738121,6875853710,7115971119,7199793620,7544567351,7864441489,8829372914,9052690942,9693003647,10334398854,10608240991,10639638311,11282192605,11856607187,12456727258,13161100586,13994228806,14786830323
New Caledonia,NCL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2074788352,2169116385,2392073644,2617603833,2621033938,2802403243,2791684130,2795114235,2805833349,2651906852,2732943262,2888155873,2738945876,2272021789,2471397109,2402366208,2418659137,2606457888,2957615854,3168996543,3098250448,3117116167,3167710148,3017214037,2509557065,2703358710,2875293049,2877436759,3075954624,3104681860,3064806712,3141555702,2936837965,2979405607,3098717743,3179462762,3288171553,3378726668,3730866431,3709646817,3657358998,3917190239,4034671555,4248509147,4252757656,4444131751,4701891392,4849839715,5314826498,5276949262,5718589799,5850769296,6541959480,6886614682,7372107103,7637893798
Nigeria,NGA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,58676864791,58789404371,61201529275,66451775245,69741462842,73148317149,70039137550,59012436136,58275748343,72376954918,90476435133,103358046139,106835281640,112596652492,125163198429,118619982379,129346018408,137137974986,129233124892,137968548714,143769893085,124895953347,123580566578,117339190482,114967134664,124535653493,113633581984,101416039991,109065367144,116118832909,130942573771,130133544308,130697966487,133430047764,134643945417,134229957066,140933005864,144882310095,148816792320,149522537468,157474285635,164420579041,170643319498,188312043746,251840571175,260515639753,281906487385,301156185313,320039472272,342232340657,369062464570,387099974052,403665055423,425440429014,452284521417,464282244075
Nicaragua,NIC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2723589110,2925140476,3267245863,3592113941,3991238601,4350604182,4494223560,4807449092,4872011213,5175912847,5245985731,5419352786,5539701594,5895185019,6731854737,6721538379,7071693862,7663487186,7062761724,5192627959,5432098059,5723437241,5676713279,5938592076,5845588147,5606979920,5549939600,5510737438,4824660434,4742756385,4738342547,4729305940,4747535859,4728966419,4886800964,5175704131,5504064687,5722391723,5934788675,6352358654,6612906371,6808704181,6860037653,7032960882,7406563757,7723742318,8044437471,8469808699,8711343160,8470978895,8741313140,9286036335,9805177972,10249669824,10717588996,11245854069
Netherlands,NLD,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,187869751434,188424994234,201319872509,208616955953,225879808641,245402814942,252129562140,265442040202,282473157300,300634625106,317755152318,331472579735,343186404768,361870238411,374313934967,374321528609,391002454834,400857438940,411665544636,419957172848,425592637748,422257644503,417018454172,425650561325,438682615232,450001415497,462542846358,471475698278,487700209007,509257133907,530560494437,543501578543,552774100927,559725523841,576299513775,594257213907,615452700265,641916350464,670965729536,704860860795,734738242649,750346025166,751123608609,753256218146,768552639735,785156189669,812782985563,842843545695,857163969801,824869601192,836439735099,850354966887,841366396821,837198453510,845663604901,862497257483
Norway,NOR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,83001765075,88208744277,90690889949,94123579206,98838842020,104063076553,108003438740,114760219197,117353657307,122639983597,125094430744,132190349757,139236885808,145548438900,151258342990,158748708348,167996695361,174986646769,181757461335,189704619023,198364125823,201534511499,202008793620,210034140978,222746342229,235116155008,244620316088,248909431438,248273831657,250851621869,255699176136,263586662751,273008313143,280776251861,294970764783,307223704576,322670898448,339722832567,348638719218,355657888885,367057738129,374712096042,380099364829,383595678005,398782376791,409249299725,419051198868,431328418600,432986039757,425960697230,428524701367,432676161725,444569428990,449009368105,458953860527,466288258066
Nepal,NPL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2687564645,2738850526,2791171336,2844067149,3058295044,3021497974,3234230864,3183405007,3204908381,3347956954,3434200062,3393148208,3498939795,3482266078,3702818547,3756749014,3921990979,4040316405,4218322297,4318249197,4218091976,4569964118,4742680183,4601471346,5046945769,5357075804,5601661165,5696643954,6135103743,6400732135,6697408396,7123909436,7416446124,7701968177,8334762091,8623849303,9083352501,9541935774,9829757721,10263502983,10899840167,11423006623,11436744719,11887928617,12444593149,12877563075,13310843466,13764950914,14605251496,15267319043,16002656434,16550239852,17341538638,18057549556,19029151145,19669092590
Nauru,NRU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,67582988543,67797379377,69283971394,70173544459,73440027021,74123397824,76710976077,80388374406,81686630062,83896791108,84701501153,84408946966,84539963611,84655347601,83734509151,84669491425,90102214728,94704917928,99053776481,102655989119,104683769131,105320986309,111125915910,114201084450,118124883413,123882170558,129626058366,134563747298,139139651679,143210844286,147313302205,145384529111,144602895878,146584522265,150530417784,154649838882,157091890834,162076158596,167575447471
OECD members,OED,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,8912938244732,9330886488860,9875950040565,10405821375143,11088078689292,11700417216370,12415943332383,12980699600435,13777977007927,14562131840291,15074772330387,15646852133880,16507114628626,17523214505091,17720862254271,17784445067523,18648524690278,19346662837222,20195231493954,20997850072092,21277853571391,21728522529521,21787184508196,22389186661402,23423146273564,24341945826957,25066741122837,25933473324354,27148020765272,28208212112479,29099182609155,29485908673400,30087793386842,30495743150341,31428854369230,32242880458323,33204001751253,34363772302233,35283046188499,36430638758402,37870363570435,38392393716341,38998614776985,39769006490331,41040837471719,42129228389544,43390037287825,44517688531248,44610854029669,43032008571480,44291114644305,45066051693130,45616210133174,46134496334735,46945338366764,47868450531712
Oman,OMN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,398606241.9,403149024.7,484535760.7,506491287.4,506869700.9,1469060078,1545516775,2568943823,4672595319,5871871521,6687773732,6747844993,7410835891,6354639272,7085346944,8816545384,10627474642,10734516515,10338033810,10785850715,11436824707,13386469181,14935261899,17424472822,20336379974,23184936801,23649136281,22835420546,24197331339,27042178153,27006908192,28647328999,31057681925,32934485306,34210951625,35920411183,37014525358,39247801300,40284860858,40234582575,42407802341,44308712614,43821066320,42651495449,43202600780,44278543563,46657217165,48734720416,52730819246,55953966190,58641352406,58001560468,62108452536,64538621586,66406501951,68730729519
Other small states,OSS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164695498960,171444144599,179137165924,186628703339,203726317752,215488837108,238295839799,262280581845,281095310891,286756343195,312830875910,336548229343,348925759973,359934618853,371335772238,380312655744
Pakistan,PAK,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,13684036857,14503347548,15153512115,16470175251,17716927569,19562919065,20695602650,21813291974,23391095573,24679453641,27481425962,27610141417,27834724076,29801042429,30856056463,32155533248,33813533506,35148389789,37977319758,39404672852,43430137607,46870136126,49934265088,53318998497,56019715397,60272796444,63588796958,67691764263,72853449999,76466812750,79876151981,83919137534,90385860526,91974615908,95412089508,100147018592,105000725251,106065848423,108770776064,112751930855,117555262344,119885776649,123751409564,129748800034,139309432952,149990711055,159256450281,166953023525,169793571392,174601545522,177406854515,182282709027,188675424552,196915350995,206245899264,217668004571
Panama,PAN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2662917902,2949217656,3195914118,3465093697,3622063278,3952917031,4250148961,4614211594,4933926996,5354713333,5696705320,6246202829,6532296407,6885426982,7053535033,7165744794,7283523790,7367680963,8085287233,8449762336,8542582921,9329082245,9828044050,9386630890,9640959175,10117437863,10478406674,10288846504,8912214790,9051445667,9784521522,10706126312,11584208456,12216213257,12564393362,12784481177,13143799752,13993019499,15020317162,15608693983,16032528391,16124598869,16483997952,17177275924,18469364359,19797547901,21485835474,24776589614,26910261836,27340384376,28917200000,32331762130,35315968353,37655354233,39934758615,42241946753
Peru,PER,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,26453999695,28398382573,30766862283,31911557670,34017810375,35698032644,38694839428,40155454877,40297822622,41826985019,44268374462,46119184827,47442702107,49993065502,54617460936,56475308821,57582633286,57814643298,57978106323,61338747439,65096664881,68710858936,68557823744,61422266627,63638558006,64950232731,71072417222,77985024592,70622245173,61927205077,58841642737,60147491250,59822388572,62959221584,70708323585,75948966449,78074867320,83131621933,82805986855,84043823033,86308225063,86841464108,91577593138,95391663038,100121447167,106414252418,114425986578,124173297817,135526646458,136948635918,148521818489,158104767028,167512548247,177318828425,181546415985,187459200952
Philippines,PHL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,27831927978,29395130289,30798195675,32972698407,34109261434,35905390492,37494560983,39490827722,41443814257,43373586857,45006431015,47449664247,50034148338,54497518002,56436602408,59577171574,64823912977,68455384609,71995967806,76056306941,79972378719,82710048510,85703596129,87310209855,80915887222,75003679857,77566392693,80910772290,86374308179,91734102726,94520036506,93973394382,94290651409,96286131234,100510804003,105213395169,111364037127,117138665896,116463101217,120052408704,125348175570,128975742259,133678066448,140322352580,149720633579,156873781583,165098600285,176022627372,183332419608,185437681530,199590774785,206895308421,220723798225,236296463062,250786972777,265346983939
Palau,PLW,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180002422.8,168482266.9,147758872,158545262.2,175826764.8,194112768.7,198577365.5,202548813.6,191611279.4,189095558.2,197259543.8,210277791.1,196928571.4,210608763.5,213256542.6,207409363.7,207299039.6,195715006,177952821.1,183800000,193067226.9,199245378.2,194391116.4,202665426.2,221641176.5
Papua New Guinea,PNG,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1553924785,1649974612,1755145632,1826624320,1983171167,2186813491,2313949535,2408137959,2513122907,2721045074,3016082706,3205950920,3386880471,3608018867,3702207376,3669632239,3545288636,3574885259,3880532920,3951639631,3860615541,3850005428,3863593802,3988123730,3973976800,4132943437,4326904831,4446781505,4576149073,4511186981,4375302396,4793008048,5456795802,6450057390,6833326840,6606976382,7117939841,6840027737,6582219339,6704355963,6537092893,6529164134,6518789269,6659862552,6841089094,7275142244,7442067921,7974306939,8501485047,9023602246,9716103409,10752746441,11622379449,12265958484,13312723336,
Poland,POL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226874760437,210958182816,216263736025,224348345563,236222659417,252644520027,268406801396,287426860306,301745414349,315396976214,328832267320,332795687900,337599590968,349626687663,367582310842,380620667927,404191324246,433299903824,450286903459,462148277120,479242529765,503245448214,511104666202,517568633303,534558020761,554067887109
Pre-demographic dividend,PRE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,186375126494,208611979450,234899145664,257223313355,265498235238,276375375611,301298072859,300417803700,322923952947,338180314272,337872431713,358923751731,376620571319,361100368324,365534878898,352253540782,350914041002,367224310108,364042419788,362847938141,375760213249,385853501853,425806198311,378692712916,383716390670,388692034730,393573381145,405033372083,430159458535,456781682742,494131472808,518371137926,534572861516,557549320990,563121264707,563875198596,683665662573,722918992326,784112081091,840735958268,897775744041,942156647111,1001502333116,1046819352833,1102483739725,1163560284849,1215332818498,1253284000173
Puerto Rico,PRI,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,14599170942,15627206010,16927907674,18392348613,19691018457,21503545707,23116128114,24554696824,25826736743,28248053473,30620301919,32569421377,34905813293,37120550916,38203497795,37953430764,40322896836,42722383541,45683876810,49296020999,51387880151,51977786310,51168677116,49970320066,52932903639,54572469600,57288742059,60593728728,64161713568,66943093373,68593770105,69179369250,71987591523,74760501320,77738214745,80906194784,83247173714,85874051106,91666841331,93561011766,94976077631,104330700840,106180763378,107447410183,109339470154,109961173420,108982992695,105358543360,103463345090,101020458064,98381268000,96521406497,93845351394,93303542112,,
"Korea, Dem. People’s Rep.",PRK,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,39915691912,42124986930,44911322189,47549279470,50549994380,54325567662,56540915111,60806634573,66203533039,67607538615,76134609007,81183591656,87691021722,97513004636,98627442119,94339484901,100849127285,106499297748,109498281854,115672821325,120981440530,122939045430,125564255497,125346887285,122990391391,126443272318,131679232185,140082202649,150573110199,160270980530,166602523046,173880065166,175774447550,172182888609,173844174967,181289539205,187628659603,195933501457,205322185695,213305550331,221384485298,225686660265,227421732185,225297143974,229378590199,231137430861,234727116954,240576522517,241055924768,233877027947,238317631788,233963919205,224539251921,222001608477,224012486225,227270666755
Paraguay,PRY,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1951429898,2086084133,2154930302,2256433797,2351485560,2496524596,2546242966,2779233548,2905051503,3041622372,3210536612,3388341008,3613031979,3876884945,4201827043,4489754918,4827651607,5382545822,6029997723,6745284916,7535302529,8226324347,8111351781,7864554341,8086067334,8451811131,8871429664,9544088464,10108656807,10809712769,11255427805,11648653076,11846264090,12431038263,13092110918,13985360486,14205460613,14808128865,14818203595,14615776377,14277545968,14158462967,14155432776,14767053626,15366214891,15694050960,16448482864,17340257506,18442944772,17711553670,20030528043,20900335112,20641386542,23538668873,24650243376,25393385728
Pacific island small states,PSS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,3725774135,3620629786,3607538283,3848503853,3764147235,4005093230,3859571888,3896390184,4082729715,4256794402,4255372860,4459652873,4567672399,4796191492,4990407139,5155108854,5100309700,5206715001,5441531358,5410781208,5474684049,5581291268,5690705208,5927096962,6047801051,6189289960,6273188658,6390597851,6286422854,6469972334,6538484335,6659805073,6836458069,7116203218,7356703015
Post-demographic dividend,PST,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,8685695272114,9095234868835,9628168281316,10134546811331,10789917649670,11386672770445,12076553067682,12623565055981,13387801576382,14159272132877,14651054012321,15202046391762,16028214134156,17023453151420,17188198101800,17222680961852,18059096947669,18740539213223,19550440921171,20313025008767,20550193952207,20952846790583,21018835382016,21644952770884,22652579296147,23540887755302,24273629305066,25108362966355,26316299267438,27348581630019,28149763832795,28493642180543,29014742280844,29328265797053,30196697305667,30972849723333,31830668061541,32879595289619,33706165444278,34827493179474,36176077399125,36726401934992,37303867506244,38037111852941,39229392205255,40238572814172,41404061311262,42457043875765,42528385864294,40999762512398,42162464764779,42819164448406,43298068843908,43765380448804,44491041979284,45287691318528
French Polynesia,PYF,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36044298346,37449372356,40139043112,41632198916,49633455959,53352370953,67314817517,79421829550,93450549194,104624021247,125122306346,141857635554,148779678880,155596278135,162106073255,167913966575
Romania,ROU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124033630044,108010704317,98541159117,100047690351,103981508238,111403929706,115715043067,110142036587,107843100037,107410080308,109982653270,116132885817,122153437847,128901533144,139675885447,145503043704,157224128903,168015611657,182228025398,169350284147,167998080493,169772634911,170860819248,176894945407,182129349995,188934947507
Russian Federation,RUS,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457619194625,1413890682306,1342532475662,1147448091186,1047981090505,916252424716,878287245229,846668904399,858522269055,813020588806,865053906489,951559297132,1000012546493,1047449840625,1123870255189,1204518613688,1281320973273,1385792607183,1504071117741,1583004071092,1459199142720,1524917468442,1589942641764,1645875899596,1666934123163,1678708855071,1616148858034
